resp_rate,heart_rate,resp_rate,heart_rate,resp_rate,heart_rate,resp_rate,heart_rate,resp_rate,heart_rate,resp_rate,heart_rate,resp_rate,heart_rate
52.63157895,157.8947368,30.3030303,111.1111111,41.66666667,136.3636364,27.02702703,157.8947368,26.54867257,150,28.03738318,136.3636364,20.40816327,125
28.57142857,157.8947368,30.6122449,120,39.47368421,136.3636364,42.25352113,166.6666667,26.08695652,142.8571429,42.25352113,125,25.42372881,166.6666667
36.14457831,157.8947368,31.25,130.4347826,37.03703704,142.8571429,54.54545455,157.8947368,30.3030303,136.3636364,36.58536585,115.3846154,28.57142857,157.8947368
37.5,157.8947368,53.57142857,115.3846154,28.84615385,150,31.57894737,150,29.12621359,130.4347826,42.85714286,125,30,136.3636364
45.45454545,150,46.15384615,130.4347826,37.03703704,142.8571429,33.70786517,157.8947368,34.48275862,142.8571429,34.48275862,130.4347826,36.14457831,125
52.63157895,150,37.5,166.6666667,32.96703297,150,33.33333333,150,55.55555556,130.4347826,49.18032787,125,55.55555556,157.8947368
36.14457831,157.8947368,49.18032787,150,50,142.8571429,37.5,166.6666667,47.61904762,136.3636364,27.77777778,125,57.69230769,150
26.08695652,136.3636364,31.25,142.8571429,45.45454545,142.8571429,54.54545455,166.6666667,46.875,130.4347826,53.57142857,125,27.27272727,166.6666667
57.69230769,142.8571429,32.60869565,125,40.54054054,150,27.77777778,166.6666667,48.38709677,136.3636364,44.11764706,125,50.84745763,157.8947368
50,150,45.45454545,176.4705882,44.11764706,150,48.38709677,166.6666667,57.69230769,136.3636364,39.47368421,130.4347826,55.55555556,130.4347826
57.69230769,157.8947368,60,150,44.11764706,142.8571429,47.61904762,166.6666667,29.12621359,136.3636364,46.875,130.4347826,34.09090909,142.8571429
60,150,37.03703704,125,46.15384615,125,48.38709677,166.6666667,54.54545455,130.4347826,53.57142857,136.3636364,50,150
43.47826087,150,41.09589041,136.3636364,53.57142857,130.4347826,52.63157895,166.6666667,51.72413793,130.4347826,50.84745763,130.4347826,27.52293578,176.4705882
35.71428571,150,54.54545455,136.3636364,20.13422819,142.8571429,35.29411765,157.8947368,27.27272727,136.3636364,29.41176471,130.4347826,36.58536585,157.8947368
32.25806452,166.6666667,52.63157895,130.4347826,48.38709677,136.3636364,27.27272727,157.8947368,46.15384615,136.3636364,39.47368421,125,50,166.6666667
32.96703297,166.6666667,47.61904762,130.4347826,47.61904762,150,60,166.6666667,60,142.8571429,47.61904762,130.4347826,24.79338843,150
37.97468354,157.8947368,47.61904762,136.3636364,34.48275862,142.8571429,44.11764706,166.6666667,25,136.3636364,25.21008403,130.4347826,29.41176471,157.8947368
38.46153846,166.6666667,49.18032787,130.4347826,40,142.8571429,50,166.6666667,50.84745763,130.4347826,48.38709677,125,30.6122449,130.4347826
56.60377358,157.8947368,48.38709677,142.8571429,34.48275862,142.8571429,39.47368421,166.6666667,33.70786517,130.4347826,29.12621359,125,60,166.6666667
30.3030303,150,41.09589041,120,56.60377358,136.3636364,57.69230769,157.8947368,50.84745763,130.4347826,37.03703704,130.4347826,48.38709677,150
42.85714286,157.8947368,60,142.8571429,22.55639098,176.4705882,30.92783505,157.8947368,52.63157895,130.4347826,32.25806452,130.4347826,31.25,166.6666667
40,150,48.38709677,142.8571429,36.58536585,157.8947368,36.14457831,150,37.03703704,130.4347826,46.875,130.4347826,40,150
44.7761194,142.8571429,52.63157895,120,44.7761194,125,43.47826087,157.8947368,31.57894737,142.8571429,32.25806452,136.3636364,37.97468354,166.6666667
47.61904762,150,58.82352941,125,27.02702703,120,33.70786517,157.8947368,44.11764706,130.4347826,33.70786517,130.4347826,20.83333333,157.8947368
45.45454545,157.8947368,37.97468354,130.4347826,44.7761194,125,34.09090909,157.8947368,26.78571429,130.4347826,31.25,130.4347826,57.69230769,157.8947368
56.60377358,150,49.18032787,130.4347826,34.09090909,130.4347826,46.875,157.8947368,34.48275862,130.4347826,48.38709677,130.4347826,30,157.8947368
33.33333333,157.8947368,52.63157895,120,50.84745763,115.3846154,47.61904762,157.8947368,46.875,136.3636364,43.47826087,130.4347826,56.60377358,176.4705882
55.55555556,157.8947368,60,120,29.41176471,130.4347826,45.45454545,157.8947368,27.77777778,125,20.97902098,130.4347826,57.69230769,157.8947368
47.61904762,150,54.54545455,136.3636364,53.57142857,136.3636364,37.03703704,150,48.38709677,130.4347826,24.3902439,130.4347826,36.58536585,157.8947368
34.88372093,142.8571429,48.38709677,176.4705882,58.82352941,115.3846154,25.21008403,157.8947368,32.60869565,136.3636364,35.71428571,120,55.55555556,166.6666667
51.72413793,157.8947368,55.55555556,150,32.60869565,136.3636364,31.25,157.8947368,52.63157895,136.3636364,51.72413793,130.4347826,48.38709677,157.8947368
49.18032787,150,34.48275862,125,57.69230769,136.3636364,28.03738318,157.8947368,38.46153846,130.4347826,44.7761194,130.4347826,50.84745763,176.4705882
55.55555556,157.8947368,41.09589041,142.8571429,30.3030303,120,22.72727273,157.8947368,29.41176471,142.8571429,37.5,130.4347826,51.72413793,176.4705882
58.82352941,150,54.54545455,125,37.97468354,115.3846154,58.82352941,166.6666667,22.3880597,130.4347826,42.85714286,125,30.92783505,157.8947368
51.72413793,157.8947368,34.48275862,125,46.15384615,136.3636364,40,157.8947368,30,136.3636364,50,130.4347826,43.47826087,157.8947368
48.38709677,142.8571429,53.57142857,115.3846154,46.875,150,42.25352113,157.8947368,30.92783505,136.3636364,46.15384615,130.4347826,38.96103896,157.8947368
52.63157895,157.8947368,31.25,125,41.09589041,130.4347826,27.27272727,150,49.18032787,130.4347826,51.72413793,130.4347826,55.55555556,150
29.12621359,157.8947368,52.63157895,125,57.69230769,130.4347826,54.54545455,157.8947368,29.12621359,130.4347826,26.78571429,130.4347826,45.45454545,157.8947368
41.09589041,142.8571429,50.84745763,115.3846154,41.66666667,130.4347826,52.63157895,157.8947368,31.25,130.4347826,46.15384615,130.4347826,47.61904762,157.8947368
51.72413793,142.8571429,57.69230769,115.3846154,34.09090909,136.3636364,44.11764706,166.6666667,34.88372093,142.8571429,49.18032787,130.4347826,38.96103896,166.6666667
32.96703297,150,58.82352941,115.3846154,30.6122449,130.4347826,56.60377358,166.6666667,32.25806452,115.3846154,47.61904762,130.4347826,44.11764706,157.8947368
21.42857143,157.8947368,49.18032787,103.4482759,58.82352941,130.4347826,50,157.8947368,53.57142857,120,53.57142857,125,55.55555556,157.8947368
57.69230769,150,56.60377358,111.1111111,20.97902098,157.8947368,41.09589041,157.8947368,34.48275862,142.8571429,52.63157895,130.4347826,41.09589041,150
50.84745763,150,55.55555556,130.4347826,32.60869565,150,49.18032787,166.6666667,36.14457831,130.4347826,58.82352941,130.4347826,32.25806452,157.8947368
36.14457831,150,33.33333333,125,37.97468354,130.4347826,47.61904762,166.6666667,26.08695652,136.3636364,51.72413793,125,60,142.8571429
35.29411765,142.8571429,30.6122449,125,47.61904762,120,36.14457831,166.6666667,46.875,136.3636364,42.85714286,130.4347826,27.77777778,107.1428571
28.84615385,157.8947368,36.14457831,136.3636364,45.45454545,142.8571429,49.18032787,166.6666667,44.7761194,136.3636364,51.72413793,125,40.54054054,150
34.48275862,166.6666667,49.18032787,111.1111111,45.45454545,130.4347826,52.63157895,166.6666667,46.875,142.8571429,50,125,20.27027027,107.1428571
25.21008403,166.6666667,41.66666667,107.1428571,37.03703704,136.3636364,49.18032787,166.6666667,30.6122449,136.3636364,44.7761194,125,36.14457831,111.1111111
35.71428571,166.6666667,53.57142857,115.3846154,36.58536585,136.3636364,46.15384615,166.6666667,38.96103896,142.8571429,53.57142857,130.4347826,31.91489362,176.4705882
27.02702703,157.8947368,56.60377358,120,35.29411765,125,33.33333333,166.6666667,48.38709677,130.4347826,48.38709677,130.4347826,52.63157895,150
40.54054054,157.8947368,43.47826087,130.4347826,41.09589041,166.6666667,50,166.6666667,49.18032787,136.3636364,49.18032787,130.4347826,21.73913043,166.6666667
28.30188679,150,33.33333333,125,29.41176471,130.4347826,36.58536585,157.8947368,38.96103896,130.4347826,36.58536585,125,35.29411765,157.8947368
53.57142857,157.8947368,51.72413793,125,50,130.4347826,60,166.6666667,29.12621359,142.8571429,36.14457831,125,31.57894737,166.6666667
46.875,150,31.91489362,150,30.92783505,176.4705882,42.25352113,157.8947368,30.92783505,157.8947368,29.12621359,125,58.82352941,150
42.25352113,142.8571429,38.96103896,142.8571429,43.47826087,103.4482759,51.72413793,166.6666667,32.96703297,157.8947368,44.11764706,130.4347826,33.70786517,157.8947368
56.60377358,150,60,136.3636364,50.84745763,142.8571429,34.48275862,166.6666667,49.18032787,142.8571429,46.875,130.4347826,60,176.4705882
29.12621359,157.8947368,56.60377358,142.8571429,28.30188679,130.4347826,42.25352113,157.8947368,40.54054054,130.4347826,44.11764706,136.3636364,23.25581395,157.8947368
26.78571429,150,39.47368421,120,53.57142857,150,46.15384615,150,31.91489362,142.8571429,42.85714286,130.4347826,24.3902439,176.4705882
51.72413793,157.8947368,27.02702703,142.8571429,31.57894737,142.8571429,57.69230769,157.8947368,29.41176471,136.3636364,51.72413793,130.4347826,55.55555556,157.8947368
44.11764706,157.8947368,41.09589041,130.4347826,32.25806452,125,26.54867257,157.8947368,36.14457831,142.8571429,51.72413793,125,41.09589041,157.8947368
41.66666667,166.6666667,53.57142857,125,52.63157895,142.8571429,34.88372093,166.6666667,37.5,142.8571429,60,130.4347826,53.57142857,176.4705882
46.875,157.8947368,45.45454545,142.8571429,25,142.8571429,44.11764706,166.6666667,26.31578947,130.4347826,38.46153846,125,42.25352113,157.8947368
48.38709677,157.8947368,35.29411765,150,31.25,142.8571429,35.29411765,166.6666667,33.70786517,150,48.38709677,125,22.90076336,157.8947368
57.69230769,150,60,150,45.45454545,150,37.97468354,166.6666667,56.60377358,157.8947368,41.66666667,125,34.88372093,157.8947368
60,157.8947368,35.29411765,125,41.66666667,136.3636364,32.96703297,157.8947368,44.7761194,150,52.63157895,125,40.54054054,142.8571429
29.12621359,142.8571429,60,150,58.82352941,142.8571429,45.45454545,166.6666667,53.57142857,157.8947368,57.69230769,125,50.84745763,157.8947368
50.84745763,150,57.69230769,120,35.29411765,142.8571429,43.47826087,157.8947368,31.91489362,157.8947368,58.82352941,130.4347826,53.57142857,142.8571429
31.25,142.8571429,60,166.6666667,26.31578947,125,42.85714286,166.6666667,43.47826087,166.6666667,26.31578947,120,50,157.8947368
44.7761194,142.8571429,57.69230769,142.8571429,34.09090909,142.8571429,27.52293578,166.6666667,39.47368421,157.8947368,23.62204724,130.4347826,54.54545455,150
28.30188679,150,42.85714286,136.3636364,40.54054054,125,44.11764706,166.6666667,28.84615385,157.8947368,48.38709677,125,52.63157895,157.8947368
39.47368421,150,30,130.4347826,22.55639098,136.3636364,23.07692308,157.8947368,26.08695652,166.6666667,35.71428571,125,25.42372881,166.6666667
21.89781022,157.8947368,56.60377358,150,44.11764706,142.8571429,32.60869565,166.6666667,55.55555556,166.6666667,47.61904762,125,58.82352941,157.8947368
54.54545455,150,47.61904762,130.4347826,37.97468354,142.8571429,45.45454545,166.6666667,57.69230769,166.6666667,45.45454545,130.4347826,37.03703704,157.8947368
30.6122449,150,58.82352941,115.3846154,44.11764706,142.8571429,46.875,176.4705882,60,176.4705882,51.72413793,130.4347826,45.45454545,157.8947368
41.09589041,157.8947368,58.82352941,115.3846154,44.11764706,166.6666667,20.68965517,166.6666667,37.97468354,166.6666667,22.3880597,136.3636364,57.69230769,157.8947368
40.54054054,166.6666667,31.91489362,125,57.69230769,125,44.7761194,166.6666667,38.46153846,166.6666667,42.25352113,125,56.60377358,157.8947368
24,157.8947368,33.70786517,115.3846154,22.55639098,142.8571429,41.09589041,166.6666667,29.7029703,166.6666667,51.72413793,130.4347826,50,150
30,157.8947368,53.57142857,136.3636364,57.69230769,136.3636364,57.69230769,166.6666667,34.09090909,166.6666667,37.97468354,130.4347826,52.63157895,150
38.96103896,157.8947368,58.82352941,120,24.19354839,150,27.27272727,150,24.19354839,166.6666667,46.875,130.4347826,50.84745763,150
49.18032787,157.8947368,41.09589041,120,54.54545455,142.8571429,37.97468354,157.8947368,20.40816327,176.4705882,37.97468354,125,50,150
35.71428571,157.8947368,41.66666667,142.8571429,50.84745763,150,41.66666667,166.6666667,32.96703297,176.4705882,33.33333333,125,50,150
23.4375,150,60,125,38.46153846,150,31.57894737,166.6666667,32.60869565,176.4705882,51.72413793,130.4347826,30,150
42.25352113,166.6666667,35.71428571,142.8571429,52.63157895,130.4347826,24.19354839,166.6666667,48.38709677,166.6666667,29.7029703,136.3636364,34.88372093,157.8947368
57.69230769,157.8947368,60,130.4347826,46.15384615,136.3636364,41.66666667,166.6666667,27.02702703,150,46.15384615,125,33.33333333,157.8947368
46.15384615,142.8571429,34.09090909,125,31.25,125,45.45454545,166.6666667,41.66666667,166.6666667,56.60377358,142.8571429,28.57142857,157.8947368
49.18032787,150,55.55555556,125,32.60869565,136.3636364,40,166.6666667,50.84745763,157.8947368,29.41176471,142.8571429,32.96703297,150
52.63157895,150,31.25,125,28.84615385,136.3636364,42.25352113,157.8947368,33.33333333,150,51.72413793,130.4347826,37.5,150
35.29411765,136.3636364,34.48275862,142.8571429,46.875,142.8571429,28.30188679,166.6666667,60,157.8947368,27.52293578,142.8571429,57.69230769,150
25,142.8571429,56.60377358,120,55.55555556,130.4347826,52.63157895,166.6666667,33.33333333,136.3636364,35.29411765,142.8571429,34.48275862,150
55.55555556,166.6666667,46.15384615,115.3846154,37.03703704,130.4347826,35.29411765,157.8947368,52.63157895,150,35.71428571,136.3636364,55.55555556,150
55.55555556,166.6666667,44.7761194,136.3636364,44.11764706,136.3636364,29.7029703,157.8947368,30.3030303,157.8947368,38.46153846,136.3636364,44.11764706,150
44.11764706,157.8947368,30,136.3636364,56.60377358,125,54.54545455,157.8947368,45.45454545,150,50.84745763,142.8571429,32.60869565,166.6666667
41.09589041,130.4347826,42.25352113,115.3846154,55.55555556,136.3636364,28.84615385,150,31.25,150,46.15384615,150,54.54545455,142.8571429
46.875,157.8947368,52.63157895,130.4347826,60,136.3636364,58.82352941,157.8947368,40,142.8571429,42.85714286,150,49.18032787,150
56.60377358,157.8947368,37.97468354,125,58.82352941,136.3636364,29.12621359,157.8947368,29.7029703,150,42.25352113,150,51.72413793,150
33.33333333,157.8947368,55.55555556,142.8571429,36.58536585,136.3636364,52.63157895,166.6666667,43.47826087,157.8947368,56.60377358,136.3636364,58.82352941,150
50,157.8947368,60,115.3846154,56.60377358,120,43.47826087,150,60,166.6666667,44.11764706,136.3636364,34.09090909,157.8947368
54.54545455,157.8947368,26.78571429,136.3636364,29.12621359,130.4347826,49.18032787,150,41.66666667,166.6666667,56.60377358,120,31.57894737,157.8947368
29.12621359,150,44.7761194,125,22.3880597,136.3636364,37.97468354,166.6666667,39.47368421,166.6666667,44.11764706,130.4347826,45.45454545,150
29.41176471,166.6666667,30.6122449,130.4347826,42.25352113,136.3636364,47.61904762,150,60,176.4705882,49.18032787,120,40,157.8947368
36.14457831,157.8947368,50.84745763,130.4347826,40,136.3636364,28.84615385,157.8947368,31.91489362,166.6666667,25.86206897,130.4347826,38.46153846,157.8947368
28.03738318,166.6666667,37.5,111.1111111,42.85714286,136.3636364,28.30188679,166.6666667,50,157.8947368,46.875,136.3636364,25.42372881,176.4705882
32.25806452,157.8947368,60,150,50,142.8571429,41.09589041,176.4705882,37.5,176.4705882,44.11764706,136.3636364,35.71428571,176.4705882
34.88372093,157.8947368,55.55555556,115.3846154,60,142.8571429,35.29411765,157.8947368,44.7761194,166.6666667,42.25352113,130.4347826,51.72413793,136.3636364
49.18032787,166.6666667,57.69230769,115.3846154,56.60377358,150,41.09589041,157.8947368,35.29411765,166.6666667,27.52293578,136.3636364,44.7761194,157.8947368
32.96703297,142.8571429,45.45454545,120,42.85714286,142.8571429,26.08695652,157.8947368,32.96703297,157.8947368,37.03703704,136.3636364,34.48275862,157.8947368
37.5,150,44.7761194,125,31.25,136.3636364,48.38709677,157.8947368,58.82352941,136.3636364,41.66666667,136.3636364,31.57894737,157.8947368
58.82352941,150,36.58536585,150,35.71428571,142.8571429,51.72413793,176.4705882,57.69230769,176.4705882,46.15384615,125,30,166.6666667
39.47368421,150,60,120,42.85714286,142.8571429,30.3030303,157.8947368,49.18032787,176.4705882,28.84615385,130.4347826,31.57894737,176.4705882
25,157.8947368,58.82352941,120,57.69230769,120,41.09589041,157.8947368,58.82352941,166.6666667,27.52293578,136.3636364,28.30188679,157.8947368
52.63157895,157.8947368,60,120,55.55555556,166.6666667,40,157.8947368,41.09589041,142.8571429,41.09589041,136.3636364,60,157.8947368
25,157.8947368,58.82352941,125,51.72413793,125,53.57142857,166.6666667,32.60869565,150,31.57894737,136.3636364,21.12676056,176.4705882
58.82352941,157.8947368,50,142.8571429,60,136.3636364,32.60869565,157.8947368,21.89781022,120,44.11764706,142.8571429,30.92783505,157.8947368
45.45454545,157.8947368,31.57894737,125,37.03703704,150,26.31578947,166.6666667,54.54545455,150,50,136.3636364,43.47826087,142.8571429
49.18032787,150,34.88372093,130.4347826,46.15384615,115.3846154,28.30188679,166.6666667,36.58536585,142.8571429,48.38709677,136.3636364,60,130.4347826
29.41176471,142.8571429,44.7761194,130.4347826,38.46153846,136.3636364,52.63157895,157.8947368,54.54545455,176.4705882,45.45454545,142.8571429,57.69230769,176.4705882
42.25352113,157.8947368,32.96703297,125,57.69230769,120,24.79338843,157.8947368,51.72413793,176.4705882,51.72413793,142.8571429,31.57894737,176.4705882
58.82352941,157.8947368,40,136.3636364,42.25352113,142.8571429,43.47826087,157.8947368,38.46153846,142.8571429,25.64102564,136.3636364,45.45454545,176.4705882
29.7029703,150,52.63157895,166.6666667,54.54545455,157.8947368,57.69230769,157.8947368,57.69230769,176.4705882,43.47826087,136.3636364,35.29411765,150
37.5,157.8947368,57.69230769,130.4347826,30,157.8947368,37.5,157.8947368,37.5,176.4705882,51.72413793,142.8571429,47.61904762,157.8947368
51.72413793,150,36.58536585,120,45.45454545,142.8571429,34.88372093,157.8947368,36.58536585,150,50.84745763,142.8571429,29.12621359,166.6666667
24.79338843,157.8947368,56.60377358,150,42.85714286,150,32.96703297,157.8947368,32.60869565,142.8571429,54.54545455,136.3636364,51.72413793,150
58.82352941,150,56.60377358,130.4347826,27.52293578,142.8571429,45.45454545,157.8947368,25,150,28.30188679,142.8571429,37.5,150
55.55555556,142.8571429,50,111.1111111,60,142.8571429,35.71428571,150,44.7761194,150,32.25806452,136.3636364,45.45454545,176.4705882
41.66666667,150,57.69230769,176.4705882,43.47826087,142.8571429,25.64102564,157.8947368,41.09589041,157.8947368,27.52293578,136.3636364,40.54054054,176.4705882
42.25352113,150,30.3030303,125,29.12621359,136.3636364,30.6122449,176.4705882,21.12676056,157.8947368,25.86206897,136.3636364,60,150
57.69230769,150,41.66666667,125,53.57142857,142.8571429,39.47368421,157.8947368,34.88372093,166.6666667,34.88372093,142.8571429,54.54545455,176.4705882
46.15384615,150,57.69230769,120,54.54545455,136.3636364,37.97468354,157.8947368,60,166.6666667,52.63157895,130.4347826,56.60377358,157.8947368
58.82352941,150,52.63157895,130.4347826,50.84745763,166.6666667,52.63157895,157.8947368,47.61904762,166.6666667,47.61904762,136.3636364,33.70786517,157.8947368
58.82352941,142.8571429,49.18032787,142.8571429,60,166.6666667,57.69230769,157.8947368,31.25,176.4705882,42.85714286,136.3636364,46.875,166.6666667
28.84615385,166.6666667,58.82352941,125,50,130.4347826,44.7761194,166.6666667,60,166.6666667,30.6122449,136.3636364,34.09090909,157.8947368
46.15384615,136.3636364,29.7029703,120,49.18032787,166.6666667,41.66666667,157.8947368,21.42857143,166.6666667,31.57894737,136.3636364,22.3880597,150
51.72413793,150,41.66666667,136.3636364,32.96703297,142.8571429,55.55555556,157.8947368,42.85714286,166.6666667,42.85714286,136.3636364,37.03703704,157.8947368
35.29411765,150,60,142.8571429,43.47826087,136.3636364,49.18032787,150,52.63157895,166.6666667,35.71428571,136.3636364,32.60869565,157.8947368
32.96703297,150,26.08695652,120,50.84745763,130.4347826,35.29411765,166.6666667,42.25352113,166.6666667,33.33333333,142.8571429,56.60377358,157.8947368
46.15384615,142.8571429,40,136.3636364,51.72413793,142.8571429,45.45454545,157.8947368,45.45454545,166.6666667,51.72413793,136.3636364,58.82352941,157.8947368
47.61904762,142.8571429,46.875,130.4347826,44.7761194,125,55.55555556,157.8947368,44.7761194,166.6666667,47.61904762,142.8571429,51.72413793,150
56.60377358,150,31.25,120,45.45454545,120,38.96103896,157.8947368,50.84745763,166.6666667,48.38709677,142.8571429,26.78571429,176.4705882
30.92783505,157.8947368,30.3030303,176.4705882,50,120,40,157.8947368,57.69230769,166.6666667,46.15384615,136.3636364,55.55555556,176.4705882
40.54054054,150,34.09090909,157.8947368,55.55555556,130.4347826,29.12621359,157.8947368,57.69230769,166.6666667,51.72413793,142.8571429,28.03738318,166.6666667
49.18032787,157.8947368,54.54545455,120,60,130.4347826,49.18032787,157.8947368,45.45454545,166.6666667,32.96703297,150,40,176.4705882
34.88372093,150,39.47368421,125,30.92783505,136.3636364,20.40816327,157.8947368,27.02702703,166.6666667,42.25352113,150,37.5,166.6666667
53.57142857,157.8947368,55.55555556,142.8571429,29.41176471,150,48.38709677,166.6666667,44.11764706,166.6666667,48.38709677,136.3636364,58.82352941,157.8947368
